,日期,最高温度,最低温度,天气,风向,风力,aqi,aqiinfo,aqilevel,city
2021-02-17,2021-02-17,-9℃,-22℃,阴~晴,西北风,3级,24,优,1,伊春
2021-02-18,2021-02-18,-5℃,-20℃,多云,西南风,2级,22,优,1,伊春
2021-02-19,2021-02-19,-6℃,-18℃,中雪~小雪,东北风,微风,46,优,1,伊春
2021-02-20,2021-02-20,-8℃,-24℃,阴~晴,西风,2级,26,优,1,伊春
2021-02-21,2021-02-21,-7℃,-20℃,多云~小雪,东北风,1级,36,优,1,伊春
2021-02-22,2021-02-22,-8℃,-27℃,阴~多云,西北风,2级,35,优,1,伊春
2021-02-23,2021-02-23,-13℃,-28℃,多云~晴,西北风,3级,28,优,1,伊春
2021-02-24,2021-02-24,-9℃,-25℃,多云,西风,2级,31,优,1,伊春
2021-02-25,2021-02-25,-9℃,-27℃,阴~晴,西北风,微风,33,优,1,伊春
2021-02-26,2021-02-26,-7℃,-18℃,多云~晴,西风,1级,67,良,2,伊春
2021-02-27,2021-02-27,1℃,-15℃,阴~中雪,东南风,2级,53,良,2,伊春
2021-02-28,2021-02-28,-4℃,-26℃,阴~晴,西北风,2级,38,优,1,伊春
2021-02-12,2021-02-12,-9,-24,,,,,,,
2021-02-02,2021-02-02,,,,,,,,,
2021-02-01,2021-02-01,-16℃,-28℃,小雪~晴,北风,3级,48,优,1,鹤岗
2021-02-02,2021-02-02,-22℃,-33℃,晴~多云,西风,3级,34,优,1,鹤岗
2021-02-03,2021-02-03,-17℃,-33℃,晴,西风,2级,39,优,1,鹤岗
2021-02-04,2021-02-04,-15℃,-32℃,晴~多云,西风,2级,46,优,1,鹤岗
2021-02-05,2021-02-05,-14℃,-26℃,小雪~多云,西南风,微风,61,良,2,鹤岗
2021-02-06,2021-02-06,-10℃,-30℃,多云~晴,西北风,1级,56,良,2,鹤岗
2021-02-07,2021-02-07,-12℃,-25℃,阴~晴,西北风,2级,37,优,1,鹤岗
2021-02-08,2021-02-08,-10℃,-23℃,晴,西北风,微风,27,优,1,鹤岗
2021-02-09,2021-02-09,-5℃,-22℃,晴,西南风,2级,52,良,2,鹤岗
2021-02-10,2021-02-10,-2℃,-17℃,阴~多云,西风,2级,43,优,1,鹤岗
2021-02-11,2021-02-11,-1℃,-12℃,晴~阵雪,东南风,微风,92,良,2,鹤岗
2021-02-12,2021-02-12,-3℃,-12℃,阴~多云,东北风,2级,61,良,2,鹤岗
2021-02-13,2021-02-13,1℃,-21℃,阴~多云,西风,微风,63,良,2,鹤岗
2021-02-14,2021-02-14,-6℃,-24℃,多云,西北风,2级,29,优,1,鹤岗
2021-02-15,2021-02-15,-10℃,-23℃,多云,西北风,2级,27,优,1,鹤岗
2021-02-16,2021-02-16,-13℃,-15℃,阴~小雪,西北风,微风,32,优,1,鹤岗
2021-02-17,2021-02-17,-5℃,-18℃,阴~多云,西北风,4级,26,优,1,鹤岗
2021-02-18,2021-02-18,-3℃,-17℃,多云,西南风,2级,27,优,1,鹤岗
2021-02-19,2021-02-19,-5℃,-17℃,小雪,东北风,2级,47,优,1,鹤岗
2021-02-20,2021-02-20,-8℃,-20℃,阴~晴,西北风,微风,32,优,1,鹤岗
2021-02-21,2021-02-21,-6℃,-18℃,多云~阵雪,西南风,1级,38,优,1,鹤岗
2021-02-22,2021-02-22,-4℃,-25℃,中雪~多云,西北风,2级,45,优,1,鹤岗
2021-02-23,2021-02-23,-12℃,-25℃,多云~晴,西北风,3级,28,优,1,鹤岗
2021-02-24,2021-02-24,-8℃,-26℃,晴~多云,西北风,2级,35,优,1,鹤岗
2021-02-25,2021-02-25,-9℃,-24℃,阴~晴,西北风,1级,41,优,1,鹤岗
2021-02-26,2021-02-26,-5℃,-25℃,晴~多云,西北风,2级,52,良,2,鹤岗
2021-02-27,2021-02-27,-6℃,-10℃,阴~小雪,东南风,2级,48,优,1,鹤岗
2021-02-28,2021-02-28,-3℃,-21℃,小雪~多云,西北风,2级,41,优,1,鹤岗
2021-02-13,2021-02-13,-8,-22,,,,,,,
2021-02-03,2021-02-03,,,,,,,,,
2021-02-01,2021-02-01,-19℃,-30℃,阴~多云,西北风,3级,45,优,1,大庆
2021-02-02,2021-02-02,-20℃,-26℃,多云~晴,西北风,3级,44,优,1,大庆
2021-02-03,2021-02-03,-16℃,-26℃,晴~多云,西风,3级,40,优,1,大庆
2021-02-04,2021-02-04,-13℃,-20℃,晴~多云,西南风,微风,49,优,1,大庆
2021-02-05,2021-02-05,-9℃,-20℃,多云,南风,2级,118,轻度污染,3,大庆
2021-02-06,2021-02-06,-10℃,-22℃,阴~晴,北风,2级,93,良,2,大庆
2021-02-07,2021-02-07,-12℃,-21℃,晴,西北风,微风,53,良,2,大庆
2021-02-08,2021-02-08,-10℃,-19℃,晴~多云,西风,2级,54,良,2,大庆
2021-02-09,2021-02-09,-4℃,-15℃,阴~多云,西南风,2级,57,良,2,大庆
2021-02-10,2021-02-10,-1℃,-11℃,多云,西南风,2级,92,良,2,大庆
2021-02-11,2021-02-11,1℃,-6℃,阴~多云,南风,4级,113,轻度污染,3,大庆
2021-02-12,2021-02-12,3℃,-12℃,晴,西南风,3级,86,良,2,大庆
2021-02-13,2021-02-13,-4℃,-17℃,小雪~晴,西北风,2级,31,优,1,大庆
2021-02-14,2021-02-14,-10℃,-20℃,晴~多云,西北风,3级,28,优,1,大庆
2021-02-15,2021-02-15,-12℃,-22℃,晴~多云,西北风,3级,30,优,1,大庆
2021-02-16,2021-02-16,-13℃,-20℃,阴~多云,西北风,4级,45,优,1,大庆
2021-02-17,2021-02-17,-8℃,-17℃,阴~晴,西北风,4级,42,优,1,大庆
2021-02-18,2021-02-18,-4℃,-12℃,多云,西南风,3级,36,优,1,大庆
2021-02-19,2021-02-19,-3℃,-10℃,小雪~阵雪,西南风,3级,57,良,2,大庆
2021-02-20,2021-02-20,-4℃,-16℃,多云,西北风,2级,64,良,2,大庆
2021-02-21,2021-02-21,-6℃,-15℃,阴~多云,东风,2级,60,良,2,大庆
2021-02-22,2021-02-22,-9℃,-19℃,多云,西北风,3级,39,优,1,大庆
2021-02-23,2021-02-23,-10℃,-20℃,晴~多云,西北风,3级,32,优,1,大庆
2021-02-24,2021-02-24,-5℃,-17℃,阴~多云,东南风,2级,63,良,2,大庆
2021-02-25,2021-02-25,-5℃,-15℃,晴,西北风,3级,56,良,2,大庆
2021-02-26,2021-02-26,-4℃,-11℃,多云,东南风,微风,62,良,2,大庆
2021-02-27,2021-02-27,6℃,-6℃,阴~小雪,南风,4级,131,轻度污染,3,大庆
2021-02-28,2021-02-28,-3℃,-17℃,阴~晴,西北风,3级,35,优,1,大庆
2021-02-27,2021-02-27,-7,-17,,,,,,,
2021-02-01,2021-02-01,,,,,,,,,
2021-02-01,2021-02-01,-17℃,-31℃,小雪~多云,西北风,3级,30,优,1,绥化
2021-02-02,2021-02-02,-22℃,-29℃,晴,西风,3级,55,良,2,绥化
2021-02-03,2021-02-03,-18℃,-29℃,晴,西南风,微风,73,良,2,绥化
2021-02-04,2021-02-04,-18℃,-24℃,晴,西南风,2级,79,良,2,绥化
2021-02-05,2021-02-05,-10℃,-21℃,阴~多云,南风,2级,92,良,2,绥化
2021-02-06,2021-02-06,-13℃,-23℃,多云~晴,西北风,2级,140,轻度污染,3,绥化
2021-02-07,2021-02-07,-14℃,-26℃,多云~晴,西北风,2级,114,轻度污染,3,绥化
2021-02-08,2021-02-08,-13℃,-23℃,晴,西风,2级,55,良,2,绥化
2021-02-09,2021-02-09,-9℃,-17℃,多云,西南风,2级,106,轻度污染,3,绥化
2021-02-10,2021-02-10,-3℃,-12℃,多云~晴,西南风,微风,162,中度污染,4,绥化
2021-02-11,2021-02-11,0℃,-6℃,雾~多云,东南风,3级,186,中度污染,4,绥化
2021-02-12,2021-02-12,1℃,-13℃,多云,西南风,3级,112,轻度污染,3,绥化
2021-02-13,2021-02-13,-3℃,-20℃,小雪~多云,西北风,2级,44,优,1,绥化
2021-02-14,2021-02-14,-11℃,-22℃,多云,西北风,2级,36,优,1,绥化
2021-02-15,2021-02-15,-13℃,-24℃,多云,西北风,2级,81,良,2,绥化
2021-02-16,2021-02-16,-15℃,-16℃,多云~小雪,西北风,3级,30,优,1,绥化
2021-02-17,2021-02-17,-11℃,-19℃,小雪~晴,西北风,4级,24,优,1,绥化
2021-02-18,2021-02-18,-8℃,-15℃,多云,西南风,3级,44,优,1,绥化
2021-02-19,2021-02-19,-5℃,-15℃,中雪~阵雪,西南风,3级,77,良,2,绥化
2021-02-20,2021-02-20,-8℃,-16℃,多云,西北风,2级,58,良,2,绥化
2021-02-21,2021-02-21,-8℃,-16℃,阴~小雪,东北风,2级,71,良,2,绥化
2021-02-22,2021-02-22,-10℃,-22℃,小雪~晴,西北风,3级,47,优,1,绥化
2021-02-23,2021-02-23,-12℃,-22℃,晴,西北风,3级,39,优,1,绥化
2021-02-24,2021-02-24,-9℃,-19℃,多云,西南风,2级,81,良,2,绥化
2021-02-25,2021-02-25,-8℃,-16℃,阴~多云,西北风,2级,83,良,2,绥化
2021-02-26,2021-02-26,-7℃,-12℃,阴~多云,东风,2级,62,良,2,绥化
2021-02-27,2021-02-27,3℃,-10℃,阴~中雪,南风,4级,55,良,2,绥化
2021-02-28,2021-02-28,-5℃,-21℃,中雪~晴,西北风,3级,39,优,1,绥化
2021-02-27,2021-02-27,-10,-19,,,,,,,
2021-02-01,2021-02-01,,,,,,,,,
2021-02-01,2021-02-01,-16℃,-31℃,中雪~多云,东北风,微风,53,良,2,佳木斯
2021-02-02,2021-02-02,-20℃,-30℃,多云,西风,3级,35,优,1,佳木斯
2021-02-03,2021-02-03,-16℃,-29℃,晴,西南风,微风,38,优,1,佳木斯
2021-02-04,2021-02-04,-16℃,-27℃,晴~多云,西南风,3级,58,良,2,佳木斯
2021-02-05,2021-02-05,-13℃,-23℃,阴~多云,西南风,2级,53,良,2,佳木斯
2021-02-06,2021-02-06,-9℃,-27℃,多云~晴,西北风,1级,105,轻度污染,3,佳木斯
2021-02-07,2021-02-07,-11℃,-27℃,多云~晴,西风,2级,77,良,2,佳木斯
2021-02-08,2021-02-08,-11℃,-22℃,晴,西南风,3级,46,优,1,佳木斯
2021-02-09,2021-02-09,-6℃,-20℃,多云~晴,西南风,3级,54,良,2,佳木斯
2021-02-10,2021-02-10,-3℃,-16℃,多云,西南风,2级,68,良,2,佳木斯
2021-02-11,2021-02-11,0℃,-11℃,多云,西南风,2级,136,轻度污染,3,佳木斯
2021-02-12,2021-02-12,0℃,-13℃,阴~多云,西南风,2级,118,轻度污染,3,佳木斯
2021-02-13,2021-02-13,2℃,-20℃,阴~多云,西南风,2级,128,轻度污染,3,佳木斯
2021-02-14,2021-02-14,-4℃,-22℃,阴~多云,西北风,2级,39,优,1,佳木斯
2021-02-15,2021-02-15,-10℃,-22℃,阴~多云,北风,1级,40,优,1,佳木斯
2021-02-16,2021-02-16,-12℃,-17℃,阴~中雪,西北风,微风,34,优,1,佳木斯
2021-02-17,2021-02-17,-6℃,-19℃,阴~晴,西北风,3级,26,优,1,佳木斯
2021-02-18,2021-02-18,-5℃,-14℃,阴~多云,西南风,3级,25,优,1,佳木斯
2021-02-19,2021-02-19,-4℃,-13℃,中雪~小雪,西南风,微风,45,优,1,佳木斯
2021-02-20,2021-02-20,-6℃,-22℃,小雪~晴,西北风,3级,45,优,1,佳木斯
2021-02-21,2021-02-21,-6℃,-15℃,阴~多云,西南风,微风,57,良,2,佳木斯
2021-02-22,2021-02-22,-4℃,-24℃,阴~多云,西风,2级,64,良,2,佳木斯
2021-02-23,2021-02-23,-10℃,-23℃,多云~晴,西北风,3级,29,优,1,佳木斯
2021-02-24,2021-02-24,-7℃,-22℃,晴~多云,西南风,2级,48,优,1,佳木斯
2021-02-25,2021-02-25,-7℃,-21℃,阴~阵雪,西北风,2级,66,良,2,佳木斯
2021-02-26,2021-02-26,-5℃,-16℃,多云~晴,西风,2级,65,良,2,佳木斯
2021-02-27,2021-02-27,-5℃,-9℃,多云~小雪,南风,2级,138,轻度污染,3,佳木斯
2021-02-28,2021-02-28,-4℃,-18℃,暴雪~多云,西北风,微风,84,良,2,佳木斯
2021-02-13,2021-02-13,-8,-20,,,,,,,
2021-02-01,2021-02-01,,,,,,,,,
2021-02-01,2021-02-01,-17℃,-29℃,中雪~多云,北风,2级,43,优,1,双鸭山
2021-02-02,2021-02-02,-21℃,-26℃,多云,西风,3级,36,优,1,双鸭山
2021-02-03,2021-02-03,-18℃,-25℃,多云~晴,西南风,3级,35,优,1,双鸭山
2021-02-04,2021-02-04,-16℃,-22℃,晴,西南风,3级,56,良,2,双鸭山
2021-02-05,2021-02-05,-9℃,-20℃,阴~多云,西南风,2级,45,优,1,双鸭山
2021-02-06,2021-02-06,-12℃,-23℃,多云,西北风,微风,110,轻度污染,3,双鸭山
2021-02-07,2021-02-07,-12℃,-20℃,阴~晴,西北风,2级,74,良,2,双鸭山
2021-02-08,2021-02-08,-10℃,-19℃,多云~晴,西风,微风,34,优,1,双鸭山
2021-02-09,2021-02-09,-5℃,-16℃,多云,西南风,3级,49,优,1,双鸭山
2021-02-10,2021-02-10,-1℃,-12℃,多云~晴,西南风,2级,56,良,2,双鸭山
2021-02-11,2021-02-11,1℃,-6℃,多云,南风,2级,102,轻度污染,3,双鸭山
2021-02-12,2021-02-12,0℃,-7℃,阴~多云,西南风,2级,133,轻度污染,3,双鸭山
2021-02-13,2021-02-13,3℃,-11℃,阴~多云,西南风,2级,78,良,2,双鸭山
2021-02-14,2021-02-14,-3℃,-16℃,多云,西北风,2级,40,优,1,双鸭山
2021-02-15,2021-02-15,-12℃,-18℃,阴,西北风,2级,31,优,1,双鸭山
2021-02-16,2021-02-16,-13℃,-14℃,小雪~中雪,西北风,4级,36,优,1,双鸭山
2021-02-17,2021-02-17,-8℃,-15℃,小雪~多云,西北风,4级,31,优,1,双鸭山
2021-02-18,2021-02-18,-4℃,-12℃,多云,西南风,3级,33,优,1,双鸭山
2021-02-19,2021-02-19,-3℃,-12℃,阴~小雪,西南风,2级,47,优,1,双鸭山
2021-02-20,2021-02-20,-7℃,-16℃,小雪~晴,西北风,3级,42,优,1,双鸭山
2021-02-21,2021-02-21,-7℃,-12℃,阴~小雪,西风,2级,49,优,1,双鸭山
2021-02-22,2021-02-22,-6℃,-19℃,小雪~多云,西北风,2级,64,良,2,双鸭山
2021-02-23,2021-02-23,-11℃,-20℃,多云~晴,西北风,3级,32,优,1,双鸭山
2021-02-24,2021-02-24,-8℃,-17℃,多云,西风,微风,42,优,1,双鸭山
2021-02-25,2021-02-25,-10℃,-20℃,阴~多云,西北风,1级,111,轻度污染,3,双鸭山
2021-02-26,2021-02-26,-7℃,-15℃,晴,西北风,2级,93,良,2,双鸭山
2021-02-27,2021-02-27,-2℃,-4℃,多云~小雪,南风,微风,128,轻度污染,3,双鸭山
2021-02-28,2021-02-28,-3℃,-16℃,大雪~多云,西风,3级,63,良,2,双鸭山
2021-02-13,2021-02-13,-8,-17,,,,,,,
2021-02-01,2021-02-01,,,,,,,,,
2021-02-01,2021-02-01,-16℃,-32℃,阴~晴,西北风,3级,40,优,1,哈尔滨
2021-02-02,2021-02-02,-20℃,-31℃,阴~晴,西风,3级,46,优,1,哈尔滨
2021-02-03,2021-02-03,-17℃,-28℃,晴,西南风,3级,57,良,2,哈尔滨
2021-02-04,2021-02-04,-15℃,-22℃,晴~多云,西南风,2级,61,良,2,哈尔滨
2021-02-05,2021-02-05,-8℃,-20℃,多云~阵雪,西南风,微风,102,轻度污染,3,哈尔滨
2021-02-06,2021-02-06,-11℃,-23℃,阴~晴,北风,2级,156,中度污染,4,哈尔滨
2021-02-07,2021-02-07,-14℃,-28℃,阴~晴,西北风,2级,106,轻度污染,3,哈尔滨
2021-02-08,2021-02-08,-12℃,-21℃,晴~阵雪,西南风,2级,68,良,2,哈尔滨
2021-02-09,2021-02-09,-7℃,-16℃,阴~晴,西南风,微风,94,良,2,哈尔滨
2021-02-10,2021-02-10,-1℃,-17℃,阴~晴,西南风,2级,222,重度污染,5,哈尔滨
2021-02-11,2021-02-11,4℃,-6℃,阴~多云,南风,3级,148,轻度污染,3,哈尔滨
2021-02-12,2021-02-12,2℃,-14℃,晴,西南风,3级,128,轻度污染,3,哈尔滨
2021-02-13,2021-02-13,-3℃,-19℃,阴~多云,西北风,2级,62,良,2,哈尔滨
2021-02-14,2021-02-14,-10℃,-20℃,阴~多云,西北风,2级,31,优,1,哈尔滨
2021-02-15,2021-02-15,-12℃,-22℃,多云,西北风,2级,49,优,1,哈尔滨
2021-02-16,2021-02-16,-14℃,-18℃,阴~小雪,西北风,3级,39,优,1,哈尔滨
2021-02-17,2021-02-17,-11℃,-19℃,小雪~多云,西北风,微风,25,优,1,哈尔滨
2021-02-18,2021-02-18,-7℃,-15℃,多云,西南风,3级,40,优,1,哈尔滨
2021-02-19,2021-02-19,0℃,-15℃,阴~多云,西南风,3级,71,良,2,哈尔滨
2021-02-20,2021-02-20,-5℃,-14℃,多云~晴,西北风,2级,77,良,2,哈尔滨
2021-02-21,2021-02-21,-6℃,-16℃,阴~阵雪,东北风,2级,55,良,2,哈尔滨
2021-02-22,2021-02-22,-8℃,-20℃,阴~晴,西北风,3级,48,优,1,哈尔滨
2021-02-23,2021-02-23,-10℃,-21℃,晴,西风,2级,33,优,1,哈尔滨
2021-02-24,2021-02-24,-7℃,-17℃,多云,南风,2级,99,良,2,哈尔滨
2021-02-25,2021-02-25,-6℃,-17℃,多云,西北风,2级,85,良,2,哈尔滨
2021-02-26,2021-02-26,-5℃,-13℃,阴~晴,东南风,2级,63,良,2,哈尔滨
2021-02-27,2021-02-27,6℃,-7℃,阴~小雪,西南风,4级,110,轻度污染,3,哈尔滨
2021-02-28,2021-02-28,-4℃,-17℃,中雪~多云,西北风,微风,71,良,2,哈尔滨
2021-02-27,2021-02-27,-8,-19,,,,,,,
2021-02-01,2021-02-01,,,,,,,,,
2021-02-01,2021-02-01,-17℃,-26℃,小雪~多云,西北风,3级,38,优,1,七台河
2021-02-02,2021-02-02,-20℃,-25℃,多云~晴,西北风,4级,34,优,1,七台河
2021-02-03,2021-02-03,-17℃,-31℃,多云~晴,西北风,3级,31,优,1,七台河
2021-02-04,2021-02-04,-16℃,-27℃,晴~多云,西风,3级,39,优,1,七台河
2021-02-05,2021-02-05,-11℃,-21℃,阴~多云,南风,2级,61,良,2,七台河
2021-02-06,2021-02-06,-12℃,-24℃,阴~晴,西北风,2级,90,良,2,七台河
2021-02-07,2021-02-07,-12℃,-25℃,阴~晴,西北风,2级,57,良,2,七台河
2021-02-08,2021-02-08,-13℃,-22℃,多云~晴,西北风,4级,48,优,1,七台河
2021-02-09,2021-02-09,-7℃,-18℃,多云~晴,西风,2级,39,优,1,七台河
2021-02-10,2021-02-10,-4℃,-17℃,多云~晴,西北风,2级,81,良,2,七台河
2021-02-11,2021-02-11,0℃,-11℃,阴~多云,东南风,2级,120,轻度污染,3,七台河
2021-02-12,2021-02-12,1℃,-9℃,阴~多云,南风,2级,76,良,2,七台河
2021-02-13,2021-02-13,3℃,-13℃,阴~多云,西南风,2级,86,良,2,七台河
2021-02-14,2021-02-14,-4℃,-16℃,阴~多云,西北风,2级,34,优,1,七台河
2021-02-15,2021-02-15,-12℃,-22℃,阴~多云,西北风,3级,25,优,1,七台河
2021-02-16,2021-02-16,-14℃,-18℃,中雪,西北风,5级,30,优,1,七台河
2021-02-17,2021-02-17,-11℃,-16℃,中雪~阵雪,西北风,5级,21,优,1,七台河
2021-02-18,2021-02-18,-7℃,-14℃,阴~多云,西北风,3级,25,优,1,七台河
2021-02-19,2021-02-19,-3℃,-13℃,阴~小雪,南风,2级,39,优,1,七台河
2021-02-20,2021-02-20,-7℃,-21℃,小雪~多云,西北风,微风,47,优,1,七台河
2021-02-21,2021-02-21,-7℃,-12℃,多云~小雪,东南风,1级,35,优,1,七台河
2021-02-22,2021-02-22,-6℃,-17℃,小雪~阵雪,西北风,3级,40,优,1,七台河
2021-02-23,2021-02-23,-11℃,-21℃,小雪~晴,西北风,4级,25,优,1,七台河
2021-02-24,2021-02-24,-8℃,-18℃,晴~多云,西北风,2级,27,优,1,七台河
2021-02-25,2021-02-25,-8℃,-22℃,小雪~晴,西北风,微风,44,优,1,七台河
2021-02-26,2021-02-26,-8℃,-23℃,多云~晴,西北风,2级,42,优,1,七台河
2021-02-27,2021-02-27,-4℃,-5℃,多云,东南风,2级,37,优,1,七台河
2021-02-28,2021-02-28,1℃,-17℃,小雨~多云,西风,3级,35,优,1,七台河
2021-02-13,2021-02-13,-8,-19,,,,,,,
2021-02-03,2021-02-03,,,,,,,,,
2021-02-01,2021-02-01,-13℃,-27℃,小雪~多云,西北风,2级,48,优,1,鸡西
2021-02-02,2021-02-02,-19℃,-25℃,多云,西风,微风,49,优,1,鸡西
2021-02-03,2021-02-03,-15℃,-25℃,晴,西风,3级,26,优,1,鸡西
2021-02-04,2021-02-04,-15℃,-24℃,晴~多云,西风,3级,29,优,1,鸡西
2021-02-05,2021-02-05,-12℃,-18℃,阴~多云,西南风,1级,62,良,2,鸡西
2021-02-06,2021-02-06,-8℃,-20℃,阴~多云,西北风,1级,88,良,2,鸡西
2021-02-07,2021-02-07,-9℃,-21℃,多云,西北风,2级,46,优,1,鸡西
2021-02-08,2021-02-08,-11℃,-18℃,晴,西风,3级,43,优,1,鸡西
2021-02-09,2021-02-09,-8℃,-13℃,多云,西南风,微风,39,优,1,鸡西
2021-02-10,2021-02-10,-1℃,-12℃,多云,西风,2级,46,优,1,鸡西
2021-02-11,2021-02-11,-1℃,-7℃,阴~晴,东南风,2级,111,轻度污染,3,鸡西
2021-02-12,2021-02-12,0℃,-7℃,阴~多云,西南风,1级,202,重度污染,5,鸡西
2021-02-13,2021-02-13,4℃,-10℃,阴~多云,西南风,1级,81,良,2,鸡西
2021-02-14,2021-02-14,-2℃,-15℃,阴~阵雪,西北风,微风,41,优,1,鸡西
2021-02-15,2021-02-15,-11℃,-19℃,小雪~阵雪,西北风,3级,25,优,1,鸡西
2021-02-16,2021-02-16,-14℃,-18℃,阴~中雪,西北风,4级,33,优,1,鸡西
2021-02-17,2021-02-17,-10℃,-14℃,阴~多云,西北风,4级,30,优,1,鸡西
2021-02-18,2021-02-18,-4℃,-12℃,阴~多云,西南风,3级,23,优,1,鸡西
2021-02-19,2021-02-19,-3℃,-9℃,阴~小雪,西南风,2级,38,优,1,鸡西
2021-02-20,2021-02-20,-3℃,-15℃,阴~多云,西北风,微风,34,优,1,鸡西
2021-02-21,2021-02-21,-6℃,-11℃,多云~阵雪,东风,2级,33,优,1,鸡西
2021-02-22,2021-02-22,-4℃,-17℃,阴~阵雪,西风,3级,33,优,1,鸡西
2021-02-23,2021-02-23,-9℃,-18℃,多云~晴,西北风,微风,26,优,1,鸡西
2021-02-24,2021-02-24,-6℃,-16℃,晴~多云,西风,2级,33,优,1,鸡西
2021-02-25,2021-02-25,-5℃,-16℃,阴~多云,西北风,2级,60,良,2,鸡西
2021-02-26,2021-02-26,-6℃,-16℃,多云~晴,西北风,2级,77,良,2,鸡西
2021-02-27,2021-02-27,-4℃,-9℃,多云,东南风,微风,92,良,2,鸡西
2021-02-28,2021-02-28,5℃,-13℃,阴~多云,西风,3级,43,优,1,鸡西
2021-02-28,2021-02-28,-7,-16,,,,,,,
2021-02-01,2021-02-01,,,,,,,,,
2021-02-01,2021-02-01,-8℃,-25℃,阴~多云,西北风,2级,84,良,2,牡丹江
2021-02-02,2021-02-02,-18℃,-24℃,阴~多云,西风,3级,48,优,1,牡丹江
2021-02-03,2021-02-03,-13℃,-27℃,晴,西南风,2级,44,优,1,牡丹江
2021-02-04,2021-02-04,-13℃,-24℃,晴~多云,西南风,2级,55,良,2,牡丹江
2021-02-05,2021-02-05,-8℃,-14℃,阴~多云,西南风,1级,84,良,2,牡丹江
2021-02-06,2021-02-06,-5℃,-22℃,阴~多云,西北风,微风,119,轻度污染,3,牡丹江
2021-02-07,2021-02-07,-9℃,-23℃,晴,西风,2级,62,良,2,牡丹江
2021-02-08,2021-02-08,-10℃,-21℃,多云,西南风,微风,51,良,2,牡丹江
2021-02-09,2021-02-09,-7℃,-18℃,阴~多云,西南风,2级,74,良,2,牡丹江
2021-02-10,2021-02-10,-2℃,-15℃,多云,西南风,微风,131,轻度污染,3,牡丹江
2021-02-11,2021-02-11,0℃,-7℃,阴~多云,西南风,1级,190,中度污染,4,牡丹江
2021-02-12,2021-02-12,6℃,-9℃,多云,西南风,2级,279,重度污染,5,牡丹江
2021-02-13,2021-02-13,3℃,-8℃,阴~多云,西南风,1级,171,中度污染,4,牡丹江
2021-02-14,2021-02-14,-1℃,-15℃,阴~小雪,西北风,1级,51,良,2,牡丹江
2021-02-15,2021-02-15,-9℃,-21℃,小雪~多云,西北风,2级,36,优,1,牡丹江
2021-02-16,2021-02-16,-13℃,-17℃,多云~小雪,西风,4级,44,优,1,牡丹江
2021-02-17,2021-02-17,-12℃,-17℃,阴~多云,西风,微风,38,优,1,牡丹江
2021-02-18,2021-02-18,-5℃,-14℃,多云,西南风,2级,41,优,1,牡丹江
2021-02-19,2021-02-19,0℃,-10℃,多云,西南风,3级,64,良,2,牡丹江
2021-02-20,2021-02-20,-3℃,-16℃,阴~多云,西风,3级,49,优,1,牡丹江
2021-02-21,2021-02-21,-4℃,-13℃,阴~多云,东北风,2级,51,良,2,牡丹江
2021-02-22,2021-02-22,-4℃,-17℃,多云,西风,3级,49,优,1,牡丹江
2021-02-23,2021-02-23,-8℃,-21℃,多云~晴,西风,3级,39,优,1,牡丹江
2021-02-24,2021-02-24,-5℃,-15℃,多云~晴,西南风,2级,53,良,2,牡丹江
2021-02-25,2021-02-25,-3℃,-17℃,多云~晴,西风,微风,64,良,2,牡丹江
2021-02-26,2021-02-26,-4℃,-15℃,阴~晴,西南风,1级,67,良,2,牡丹江
2021-02-27,2021-02-27,-2℃,-5℃,晴~多云,西南风,2级,70,良,2,牡丹江
2021-02-28,2021-02-28,6℃,-13℃,阴~多云,西南风,3级,52,良,2,牡丹江
2021-02-12,2021-02-12,-5,-17,,,,,,,
2021-02-03,2021-02-03,,,,,,,,,
2021-03-01,2021-03-01,-10℃,-28℃,晴,西北风,微风,8,优,1,大兴安岭
2021-03-02,2021-03-02,-10℃,-26℃,多云,南风,微风,8,优,1,大兴安岭
2021-03-03,2021-03-03,-5℃,-18℃,多云,西南风,2级,8,优,1,大兴安岭
2021-03-04,2021-03-04,-2℃,-23℃,小雪~多云,北风,2级,8,优,1,大兴安岭
2021-03-05,2021-03-05,-12℃,-27℃,晴,西北风,3级,8,优,1,大兴安岭
2021-03-06,2021-03-06,-7℃,-20℃,多云~阵雪,西南风,2级,8,优,1,大兴安岭
2021-03-07,2021-03-07,-1℃,-20℃,晴~多云,西北风,2级,8,优,1,大兴安岭
2021-03-08,2021-03-08,-1℃,-6℃,多云,西南风,微风,8,优,1,大兴安岭
2021-03-09,2021-03-09,1℃,-16℃,多云,西北风,3级,8,优,1,大兴安岭
2021-03-10,2021-03-10,6℃,-15℃,阴~晴,西风,3级,8,优,1,大兴安岭
2021-03-11,2021-03-11,7℃,-7℃,多云~晴,西风,2级,8,优,1,大兴安岭
2021-03-12,2021-03-12,11℃,-8℃,晴,西南风,3级,8,优,1,大兴安岭
2021-03-13,2021-03-13,13℃,-9℃,晴~多云,西南风,2级,8,优,1,大兴安岭
2021-03-14,2021-03-14,13℃,-4℃,多云~中雪,西南风,3级,8,优,1,大兴安岭
2021-03-15,2021-03-15,2℃,-8℃,暴雪~中雪,西北风,4级,8,优,1,大兴安岭
2021-03-16,2021-03-16,0℃,-18℃,多云,西北风,4级,8,优,1,大兴安岭
